N,1,0,0,
J,CRISTIANO,0,0,PORTUGAL,DELANTERO,SPORTING DE LISBOA, MANCHESTER UNITED, REAL MADRID,
J,SUAREZ,0,0,URUGUAY,DELANTERO,CLUB NACIONAL,GRONINGEN,AJAX,LIVERPOOL,BARCELONA,
J,AGUERO,0,0,ARGENTINA,DELANTERO,INDEPENDIENTE,ATLETICO DE MADRID,MANCHESTER CITY,
J,N9J9,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J10,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J11,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J12,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J13,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J14,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J15,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J16,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J17,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J18,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J19,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J20,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J21,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J22,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J23,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J24,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J25,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J26,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J27,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J28,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J29,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
J,N9J30,0,0,PERU,ARQUERO,EQUIPO1,EQUIPO2,EQUIPO1,EQUIPO3,
